Frecuencia,Palabra,Significado
3799,遂げる,v. achieve
3800,二十人,n. twenty people
3801,タオル,n. towel
3802,一泊,n. one night stay
3803,ごちそう（する）,"[1] n. feast [2] v. give a dinner, treat"
3804,的確,"na-adj. precise, exact"
3805,運転手,n. driver
3806,各種,"n. various, all sorts of"
3807,録音（する）,[1] n. record [2] v. record
3808,沈黙（する）,[1] n. silence [2] v. be silent
3809,再度,"adv. twice, again"
3810,以後,"adv. after this, since then"
3811,熊,n. bear
3812,八王子,n. Hachioji (place name)
3813,贈る,"v. give (as a present), send"
3814,林,"n. grove, forest, wood"
3815,懸念（する）,[1] n. fear [2] v. fear
3816,燃やす,v. burn
3817,枠,n. frame
3818,児童,n. pupil
3819,真っ白,na-adj. pure white
3820,さっと,adv. quickly
3821,定年（する）,[1] n. retirement [2] v. retire
3822,育児（する）,[1] n. childcare [2] v. take care of a child
3823,蹴る,v. kick
3824,蜂蜜,n. honey
3825,度々,adv. often
3826,完了（する）,[1] n. complete [2] v. complete
3827,二十三,num. twenty-three
3828,通訳,n. interpreter
3829,飼い主,n. pet owner
3830,傍ら,"n. side, besides"
3831,宣伝（する）,[1] n. advertisement [2] v. advertise
3832,室内,n. indoor
3833,会員,n. member
3834,思考（する）,[1] n. thought [2] v. think
3835,衣装,n. costume
3836,足す,v. add
3837,シャツ,n. shirt
3838,イラク,n. Iraq
3839,取り扱う,"v. handle, treat"
3840,わざと,adv. intentionally
3841,前年度,n. preceding year
3842,新郎,"n. groom, bridegroom"
3843,幹部,n. executive
3844,シェア（する）,[1] n. share [2] v. share
3845,ガソリン,"n. gasoline, petrol"
3846,記念（する）,[1] n. commemoration [2] v. commemorate
3847,強烈,"na-adj. strong, intense"
3848,俳句,n. haiku (Japanese poem of seventeen syllables)
3849,特色,"n. characteristic, feature"
3850,引退（する）,[1] n. retirement [2] v. retire
3851,飲み物,n. drink
3852,いいえ,interj. no
3853,部,"n. division, department, section; club"
3854,オランダ,n. Netherlands
3855,華やか,na-adj. gorgeous
3856,高価,na-adj. expensive
3857,なじむ,v. become accustomed
3858,誇る,"v. be proud, boast"
3859,左側,"n. left, left side"
3860,浮気,n. affair
3861,デート（する）,[1] n. date [2] v. date
3862,抑制（する）,"[1] n. control, restraint [2] v. control, restrain"
3863,好奇心,n. curiosity
3864,公務員,"n. civil servant, government employee"
3865,列,n. line
3866,ソファー,n. sofa
3867,初日,n. first day
3868,プロセス,n. process
3869,郊外,n. suburb
3870,六十,num. sixty
3871,痛む,"v. ache, hurt, pain"
3872,自衛隊,n. Self-Defense Forces
3873,尽きる,v. run out
3874,国連,n. United Nations
3875,手軽,na-adj. light; simple; reasonable
3876,町並み,"n. street, row of town houses"
3877,推定（する）,"[1] n. presumption, estimation [2] v. presume, estimate"
3878,ちまう,aux. do something completely
3879,文部省,"n. Ministry of Education, Culture, Sports"
3880,結びつける,"v. connect, tie, bind"
3881,例外,n. exception
3882,プロ野球,n. professional baseball
3883,二枚,n. two (sheets)
3884,まさしく,"adv. surely, exactly"
3885,変わり,n. change
3886,用事,n. business
3887,効率,n. efficiency
3888,クリア（する）,"[1] n. clearing, clearance [2] na-adj. clear [3] v. clear"
3889,だけど,"conj. but, however"
3890,財布,n. wallet
3891,徹底的,"na-adj. thorough, complete"
3892,直面（する）,"[1] n. confrontation [2] v. confront, face"
3893,己,n. oneself (first person pronoun)
3894,目安,"n. standard, criterion"
3895,目覚める,v. wake up
3896,等しい,i-adj. equal
3897,休憩（する）,"[1] n. rest, break [2] v. take a rest"
3898,一日中,n. all day
3899,有無,"n. existence, presence"
3900,HP(HP),n. home page
3901,不要,na-adj. unnecessary
3902,猿,n. monkey
3903,従事（する）,[1] n. engagement in [2] v. be engaged in
3904,蓄積（する）,"[1] n. storage, accumulation [2] v. store, accumulate"
3905,よみがえる,"v. revive, come back"
3906,年賀状,n. New Year’s card
3907,バブル,n. bubble
3908,毎朝,[1] adv. every morning [2] n. every morning
3909,地味,na-adj. simple
3910,文学,n. literature
3911,Tシャツ,n. T-shirt
3912,放る,v. throw; leave something undone
3913,攻める,v. attack
3914,位置付ける,v. rank; evaluate
3915,四回,n. four times
3916,マーク,n. mark
3917,アルコール,n. alcohol
3918,優しさ,n. kindness
3919,漠然,"adv. vague, obscure"
3920,偉大,"na-adj. great, grand"
3921,脂肪,n. fat
3922,言い出す,"v. propose, suggest"
3923,青,n. blue
3924,キーワード,n. keyword
3925,ベランダ,"n. porch, balcony"
3926,炎,n. flame
3927,交付（する）,"[1] n. issue [2] v. issue, grant"
3928,証言（する）,[1] n. evidence [2] v. give testimony
3929,敏感,na-adj. sensitive
3930,鮮やか,"na-adj. vivid, lively; skillful"
3931,解明（する）,[1] n. clarification [2] v. solve
3932,方式,n. method
3933,瓶,n. bottle
3934,そっくり,"[1] na-adj. resembling, just like [2] adv. altogether"
3935,縛る,"v. bind, tie"
3936,実情,"n. case, actual situation"
3937,円,n. yen; circle
3938,化粧（する）,[1] n. makeup [2] v. put on makeup
3939,二十四,num. twenty-four
3940,数々,"n. many, numerous"
3941,持参（する）,"[1] n. bringing, taking [2] v. bring, take"
3942,引用（する）,[1] n. quotation [2] v. quote
3943,同期,"n. same period, same class"
3944,健全,na-adj. healthy
3945,西洋,n. the West
3946,プレッシャー,n. pressure
3947,赤ん坊,n. baby
3948,打ち合わせ,n. meeting
3949,欲望,"n. desire, passion"
3950,軍,n. army
3951,パス（する）,[1] n. pass [2] v. pass
3952,頼り,"n. support, dependence"
3953,扱い,n. treatment
3954,本質,"n. nature, essence"
3955,市役所,n. city hall
3956,車両,"n. car, carriage"
3957,株価,n. stock prices
3958,昼食,n. lunch
3959,注射,n. injection
3960,臨む,v. face
3961,職,"n. job, work"
3962,見た目,"n. appearance, looks"
3963,アピール（する）,[1] n. appeal [2] v. appeal
3964,三分の一,"n., num. one-third"
3965,全国的,na-adj. nationwide
3966,豚,n. pig
3967,資本,n. capital
3968,思いやり,n. consideration
3969,見通し,"n. prospect, outlook"
3970,十二年,n. twelve years
3971,きっちり,adv. tightly
3972,砂漠,n. desert
3973,エレベーター,n. elevator
3974,浅い,i-adj. shallow
3975,カバー,n. cover
3976,交代（する）,"[1] n. change, shift [2] v. take turns"
3977,資源,n. resource
3978,現実的,na-adj. realistic
3979,苦笑,v. wry smile
3980,餃子,n. Chinese dumpling
3981,食堂,"n. cafeteria, dining room"
3982,もっぱら,adv. entirely
3983,締結（する）,[1] n. conclusion [2] v. conclude
3984,裸,"n. naked, nude"
3985,そうこう,adv. in the meantime
3986,いらいら（する）,"v. be annoyed, be irritated, be impatient"
3987,収集（する）,[1] n. collection [2] v. collect
3988,記者,"n. journalist, reporter"
3989,脱出（する）,"[1] n. escape [2] v. escape, break out"
3990,呼び出す,"v. call, summon"
3991,主流,n. mainstream
3992,さほど,adv. (not) particularly
3993,事務,n. office work
3994,付け加える,v. add
3995,国々,n. countries
3996,地球上,n. on the earth
3997,大企業,n. big business
3998,倒す,v. knock down
3999,写る,v. photograph
4000,漏らす,v. betray
4001,上達（する）,"[1] n. improvement [2] v. improve, progress"
4002,故郷【ふるさと】,n. hometown
4003,行使,n. exercise
4004,表明（する）,"[1] n. expression, manifestation [2] v. express, manifest"
4005,体育,"n. physical education, gymnastics"
4006,読書,n. reading
4007,都【みやこ】,n. capital
4008,ずれる,"v. be out of step, slip"
4009,通用（する）,"[1] n. currency [2] v. accept, obtain"
4010,支障,n. obstacle
4011,カウンター,n. counter
4012,大規模,na-adj. large-scale
4013,大家さん,"n. landlord, owner"
4014,昨夜,n. last night
4015,角【かど】,n. corner
4016,ニコニコ（する）,[1] v. smile [2] adv. smiling
4017,三日間,n. three days
4018,撫でる,v. stroke
4019,金利,n. interest
4020,わくわく（する）,v. be bubbling; be excited
4021,仮定（する）,"[1] n. assumption, supposition [2] v. assume, suppose"
4022,引きずる,"v. drag, trail"
4023,バラバラ,na-adj. separate
4024,依存（する）,"[1] n. dependence, reliance [2] v. depend, rely,"
4025,様【さま】,"n. Mr., Mrs., Miss., Ms."
4026,同居（する）,"[1] n. coexistence, living together [2] v. live together, live with"
4027,スカート,n. skirt
4028,柄【がら】,"n. pattern, character"
4029,回数,n. frequency
4030,ユーザー,n. user
4031,筆者,"n. writer, author"
4032,筆,n. brush
4033,制約（する）,"[1] n. restriction, constraint [2] v. restrict, constrain"
4034,絵本,n. picture book
4035,町中,n. downtown
4036,著者,"n. author, writer"
4037,芽,"n. bud, shoot"
4038,担当者,n. person in charge
4039,嵐,n. storm
4040,厚生省,n. Ministry of Welfare
4041,豆,"n. bean, pea"
4042,損,"n. loss, damage"
4043,肝心,"na-adj. main, essential, important"
4044,保育園,"n. nursery school, day care"
4045,ポスト,"n. post, postbox, mailbox"
4046,呼びかける,"v. call out, appeal"
4047,余談,n. digression
4048,凝る,"v. be absorbed, be devoted; become stiff"
4049,水道,n. water supply
4050,人形,n. doll
4051,狙い,"n. aim, target"
4052,決断（する）,[1] n. decision [2] v. decide
4053,大切さ,n. importance
4054,よそ,"n. other, elsewhere"
4055,蚊,n. mosquito
4056,監視（する）,[1] n. observation [2] v. watch
4057,同年,n. same year
4058,あっさり,"adv. easily, flatly, simple, plain"
4059,微笑む,v. smile
4060,駆け付ける,"v. run, rush"
4061,ゴール,n. goal
4062,三本,n. three (long/cylindrical objects)
4063,棚,n. shelf
4064,しっぽ,n. tail
4065,虐待（する）,[1] n. abuse [2] v. abuse
4066,然り,v. (Classical) to be so
4067,正常,na-adj. normal
4068,配布（する）,[1] n. distribution [2] v. distribute
4069,持ち上げる,"v. lift, raise"
4070,見送る,v. see off
4071,引き継ぐ,v. take over
4072,違和感,n. uncomfortable feeling
4073,ジャズ,n. jazz
4074,次いで,"adv. next, after that"
4075,向き,"n. direction, aspect; suitable"
4076,五年間,n. five years
4077,安全性,"n. safety, security"
4078,国境,n. border
4079,包丁,n. kitchen knife
4080,キー,n. key
4081,どきどき（する）,"v. throb, beat fast"
4082,賑わう,v. be crowded with
4083,地獄,n. hell
4084,豪華,"na-adj. luxurious, gorgeous"
4085,救急車,n. ambulance
4086,十年間,n. ten years
4087,不動産,"n. real estate, property"
4088,広まる,"v. spread, get around"
4089,外出（する）,"[1] n. going out, outing [2] v. go out"
4090,グラス,n. glass
4091,曲げる,"v. bend, twist"
4092,屋敷,"n. mansion, residence, estate"
4093,専門的,"na-adj. technical, academic"
4094,切り替える,"v. switch, change"
4095,染める,"v. dye, color"
4096,スキー場,"n. ski ground, ski resort"
4097,ヒント,"n. hint, clue"
4098,講義,n. lecture
4099,裏切る,v. betray
4100,余地,"n. room, space"
4101,富む,v. be rich (in); grow
4102,手書き,n. handwriting
4103,ブーム,n. boom
4104,ワールドカップ,n. World Cup
4105,鬼,"n. ogre, devil, demon"
4106,ホール,n. hall
4107,似合う,v. suit
4108,節約（する）,"[1] n. saving, economy [2] v. save, economize on"
4109,実績,n. achievement
4110,訳す,v. translate
4111,奴ら,n. fellow
4112,キッチン,n. kitchen
4113,課する,"v. assign, charge, impose"
4114,養う,"v. bring up, keep, support"
4115,別々,"na-adj. separate, individual"
4116,手足,n. limb
4117,物価,n. prices
4118,部品,"n. parts, components"
4119,最適,"na-adj. best, optimum"
4120,宿題,n. homework
4121,氏名,n. name
4122,ダンス,n. dancing
4123,溶かす,v. dissolve; melt
4124,人種,n. race
4125,歌手,n. singer
4126,銀,n. silver
4127,ルート,n. route
4128,第一号,n. first
4129,従兄弟,n. cousin
4130,概ね,"adv. mostly, mainly, generally"
4131,往復,n. round trip
4132,起源,n. origin
4133,広場,"n. square, plaza"
4134,レモン,n. lemon
4135,円滑,na-adj. smooth
4136,広大,"na-adj. vast, huge, extensive"
4137,TV(TV),n. television
4138,カップル,n. couple
4139,納豆,n. fermented soybeans
4140,堂々,"adv. nobly, openly"
4141,肝臓,n. liver
4142,味わえる,"v. can taste, can enjoy"
4143,電源,n. power supply
4144,分割（する）,[1] n. division [2] v. divide
4145,縮小（する）,[1] n. reduction [2] v. reduce
4146,練る,v. knead; polish; elaborate
4147,飲み込む,v. swallow
4148,職人,"n. craftsman, workman"
4149,十三年,n. thirteen years
4150,キャラクター,n. character
4151,大地,"n. earth, ground"
4152,具,n. ingredient
4153,戸惑う,"v. confuse, puzzle"
4154,寂しさ,n. loneliness
4155,吐く【つく】,v. tell (a lie); sigh
4156,カーテン,n. curtain
4157,情けない,i-adj. miserable
4158,飯,n. rice
4159,幼児,n. infant
4160,法案,n. bill
4161,病,"n. illness, disease"
4162,切符,n. ticket
4163,消滅（する）,[1] n. disappearance [2] v. disappear
4164,障害者,"n. disabled person, handicapped person"
4165,台,"n. stand, rack"
4166,面白さ,"n. interest, fun"
4167,生まれ,n. birth; birthplace
4168,保有（する）,"[1] n. possession [2] v. hold, possess"
4169,反発（する）,"[1] n. repulsion, resistance [2] v. react, resist, rebel, repel"
4170,アレンジ（する）,[1] n. arrangement [2] v. arrange
4171,しつけ,n. tacking (sewing); discipline
4172,指導者,"n. leader, coach"
4173,原理,n. principle
4174,東南アジア,n. Southeast Asia
4175,ID(ID),"n. identification, ID"
4176,金属,n. metal
4177,しわ,"n. wrinkle, line"
4178,思い浮かべる,"v. recall, remember"
4179,一分,n. one minute
4180,当面,"n. present, current; for the time being"
4181,貯金,"n. savings, deposit"
4182,技術的,"na-adj. technical, practical"
4183,四歳,n. four years old
4184,ダンボール,n. cardboard
4185,生クリーム,n. fresh cream
4186,名乗る,v. give one’s name
4187,金曜日,n. Friday
4188,生き残る,v. survive
4189,演技,n. performance
4190,取り巻く,"v. surround, enclose"
4191,体質,n. constitution (physical)
4192,ドイツ語,n. German language
4193,仕方が無い,"cp. cannot be helped, no use"
4194,参加者,n. participant
4195,第三者,"n. outsider, third party"
4196,感性,"n. sensitivity, sensibility"
4197,谷,"n. valley; ravine, gorge"
4198,本社,n. head office
4199,都度,n. every time
4200,ぼんやり（する）,"[1] adv. vacantly, vaguely, dimly [2] v. be vague, be blurred"
4201,死者,n. dead
4202,四季,n. four seasons
4203,倒産（する）,[1] n. bankruptcy [2] v. go bankrupt
4204,ニュージーランド,n. New Zealand
4205,センター,n. center
4206,保全（する）,"[1] n. preservation, maintenance [2] v. preserve, maintain"
4207,結合（する）,"[1] n. combination [2] v. combine, join"
4208,発送（する）,"n., v. send, ship, dispatch"
4209,パンツ,"n. pants, shorts, underpants"
4210,ぐるぐる,adv. round and round
4211,ナンバー,n. number
4212,持ち主,n. owner
4213,到底,"adv. (cannot) possibly, no matter how"
4214,夕日,"n. evening sun, sunset"
4215,乗り換える,"v. change, transfer"
4216,リストラ,"n. restructuring, downsizing"
4217,答弁,"n. answer, defense"
4218,哲学,n. philosophy
4219,おかしな,"adn. funny, ridiculous"
4220,当事者,n. parties concerned
4221,シーズン,n. season
4222,品【しな】,"n. goods, article"
4223,高速道路,n. freeway
4224,一員,n. member
4225,確定（する）,"[1] n. determination, decision [2] v. determine, decide"
4226,委員会,n. committee
4227,混ぜ合わせる,v. mix
4228,興味深い,i-adj. interesting
4229,あれこれ,adv. this and that
4230,分布（する）,[1] n. distribution [2] v. distribute
4231,観客,n. audience
4232,鮎,"n. sweetfish, ayu"
4233,正午,"n. noon, midday"
4234,首都,n. capital city
4235,体内,n. inside the body
4236,調和（する）,"[1] n. harmony, balance [2] v. harmonize, match"
4237,権威,n. authority
4238,シンガポール,n. Singapore
4239,酔う,"v. get drunk, feel sick"
4240,最低限,n. minimum
4241,傷つく,"v. be injured, be hurt"
4242,カボチャ,n. pumpkin
4243,老後,n. old age
4244,当てはまる,v. apply
4245,害,"n. harm, damage"
4246,稽古（する）,"[1] n. practice, exercise [2] v. practice"
4247,一位,n. first prize
4248,率いる,"v. head, lead, command"
4249,前者,n. former
4250,数人,n. several people
4251,創造（する）,[1] n. creation [2] v. create
4252,届け出,"n. report, notification"
4253,荻窪,n. Ogikubo (place name)
4254,スイッチ,n. switch
4255,試み,"n. attempt, try"
4256,歩む,"v. walk, go through"
4257,立ち止まる,"v. stop, pause"
4258,いまいち,"adv. not quite, not really"
4259,麺,n. noodles
4260,不安定,"na-adj. unstable, uneasy"
4261,原点,"n. starting point, origin"
4262,一向,adv. (not) at all; completely
4263,それゆえ,"adv. therefore, thus"
4264,ジュース,n. juice
4265,軽減（する）,[1] n. reduction [2] v. reduce
4266,不自由,n. inconvenience; disability
4267,悲鳴,n. scream
4268,落札者,n. successful bidder
4269,融資（する）,"[1] n. loan [2] v. loan, lend"
4270,破綻（する）,"[1] n. bankruptcy, collapse [2] v. fail, go bankrupt"
4271,二千八年,n. 2008 (year)
4272,アドレス,n. address
4273,励む,"v. work hard, make efforts"
4274,双方,"n. both sides, both parties"
4275,原爆,n. atomic bomb
4276,傘,n. umbrella
4277,チャレンジ,n. challenge
4278,炭,n. charcoal
4279,不意,"[1] na-adj. sudden, unexpected [2] n. suddenness"
4280,リサイクル（する）,[1] n. recycling [2] v. recycle
4281,ミルク,n. milk
4282,子孫,n. descendant; posterity
4283,近頃,"n. recently, lately"
4284,鞄,n. bag
4285,五千円,n. five thousand yen
4286,圧力,"n. pressure, stress"
4287,斜め,n. diagonal
4288,補助（する）,"[1] n. help, aid, assistance [2] v. help, aid, assist"
4289,改良,n. improvement
4290,俳優,n. actor
4291,フィリピン,n. Philippines
4292,効率的,na-adj. efficient
4293,情熱,n. passion
4294,七人,n. seven people
4295,焦点,n. focus
4296,旅館,"n. inn, Japanese-style hotel"
4297,食卓,n. dining table
4298,歩き回る,v. walk about
4299,悲劇,n. tragedy
4300,長女,n. eldest daughter
4301,議会,"n. Diet, Parliament, Congress"
4302,侵入（する）,"[1] n. invasion [2] v. break into, invade"
4303,盛る【もる】,"v. serve, heap"
4304,転ずる,"v. switch, shift"
4305,祭る,v. enshrine; worship; deify
4306,笑み,n. smile
4307,三度,n. three times
4308,冷える,"v. chill, become cold, feel cold"
4309,案,"n. plan, proposal, idea"
4310,心理,n. psychology
4311,縫う,v. sew
4312,おしゃべり（する）,"[1] n. chat, talk [2] v. chat, talk"
4313,次ぐ,"v. next to, after"
4314,復帰（する）,"[1] n. return, comeback [2] v. return, come back, make a comeback"
4315,衝突（する）,"[1] n. collision [2] v. collide, clash"
4316,持ち出す,"v. carry out, take out"
4317,浸かる,v. be flooded; soak
4318,ドライブ,n. drive
4319,テキスト,n. textbook
4320,変動（する）,"[1] n. change, fluctuation, movement [2] v. change, fluctuate"
4321,吸い込む,v. breathe in; suck up
4322,木々,n. trees
4323,ヒット,n. hit
4324,箸,n. chopsticks
4325,食欲,n. appetite
4326,語,n. word; language
4327,通信,"n. correspondence, communication"
4328,一家,"n. family, house, household"
4329,怒鳴る,v. shout
4330,二十一年,n. twenty-one years
4331,専業主婦,n. housewife
4332,滝,n. waterfall
4333,ひねる,v. twist
4334,身分,"n. position, status"
4335,敷地,"n. site, ground"
4336,冷める,"v. cool, get cold"
4337,ブルー,n. blue
4338,先進国,n. developed country
4339,バナナ,n. banana
4340,取り扱い,"n. treatment, handling"
4341,フィルム,n. film
4342,日本酒,"n. sake, Japanese rice wine"
4343,ＷＷＷ(ＷＷＷ),n. World Wide Web
4344,透明,"na-adj. transparent, clear"
4345,即,"adv. at once, immediately"
4346,克服（する）,"[1] n. conquest [2] v. conquer, overcome"
4347,専門学校,"n. technical school, college, vocational school"
4348,六十歳,n. sixty years old
4349,朝日,"n. rising sun, morning sun"
4350,スタジオ,n. studio
4351,長期,n. long term
4352,美人,"n. beautiful woman, beauty"
4353,筆記用具,"n. stationery, writing materials"
4354,石油,n. oil
4355,早朝,n. early morning
4356,店内,n. inside a shop
4357,賃金,"n. salary, wage"
4358,見回す,"v. look around, look about"
4359,日程,"n. schedule, itinerary"
4360,応用（する）,[1] n. application [2] v. apply
4361,真っ暗,[1] na-adj. black [2] n. pitch-dark
4362,眉,n. eyebrow
4363,レンズ,n. lens
4364,五回,n. five times
4365,俗,"n., na-adj. common, popular"
4366,パスタ,n. pasta
4367,差し込む,"v. insert, plug in; come in, shine in"
4368,性能,"n. performance, capability"
4369,絵画,"n. painting, picture"
4370,刀,n. sword
4371,理念,n. philosophy
4372,裁判官,n. judge
4373,戦略,n. strategy
4374,核,"n. nucleus, core"
4375,農民,n. farmer
4376,コンクリート,n. concrete
4377,環境問題,n. environmental problem
4378,ライター,n. lighter
4379,手入れ,"n. repair, maintenance"
4380,判定（する）,"[1] n. decision, judgment [2] v. decide, judge"
4381,帯びる,"v. have a trace of, be tinged with"
4382,日曜,n. Sunday
4383,昨今,n. nowadays
4384,対話（する）,"[1] n. dialogue, conversation [2] v. converse, discuss"
4385,帯,"n. kimono sash, belt"
4386,お好み焼き,"n. okonomiyaki (Japanese-style savoury pancake with vegetables, meat, seafood etc.)"
4387,羊,n. sheep
4388,前半,n. first half
4389,ショー,n. show
4390,研究所,"n. research institute, laboratory"
4391,生姜,n. ginger
4392,冒頭,n. beginning
4393,メジャー,n. measure
4394,公演,n. performance
4395,剣道,n. kendo
4396,倉庫,"n. warehouse, storehouse"
4397,浴衣,"n. yukata, cotton kimono"
4398,直径,n. diameter
4399,残業,n. overtime work
4400,殺人,n. murder
4401,判明（する）,"[1] n. proving [2] v. turn out, identify"
4402,統合（する）,"[1] n. integration [2] v. integrate, combine"
4403,水気,n. moisture
4404,我ら,pron. we
4405,原料,"n. raw material, ingredient"
4406,群れ,n. group; herd
4407,新婦,n. bride
4408,持ち物,n. personal belongings
4409,転がる,v. roll
4410,おはよう,interj. good morning
4411,二匹,n. two (animals)
4412,天候,n. weather
4413,危険性,n. danger
4414,創設（する）,"[1] n. foundation, creation [2] v. found, create"
4415,年末,n. end of the year
4416,感,"n. feeling, emotion"
4417,イコール,n. equal
4418,実質的,na-adj. substantial; essential
4419,響き,n. sound; echo
4420,六ヶ月,n. six months
4421,プラン,n. plan
4422,グラウンド,"n. ground, playground, sports field"
4423,メキシコ,n. Mexico
4424,バー,n. bar
4425,カップ,n. cup
4426,訴訟,"n. suit, action"
4427,流通（する）,"[1] n. circulation, distribution [2] v. circulate, distribute"
4428,郵送,"n. mail, post"
4429,平ら,na-adj. flat
4430,赤字,"n. deficit, loss, the red"
4431,二位,n. second place
4432,刃物,"n. cutlery, edged tool, knife"
4433,苦情,n. complaint
4434,入社（する）,"[1] n. entry to a company [2] v. enter a company, get a job"
4435,役所,n. government office
4436,三百円,n. three hundred yen
4437,チラシ,"n. flyer, leaflet, handout"
4438,成人（する）,[1] n. adult [2] v. come of age
4439,工具,n. tool
4440,先週,n. last week
4441,境,"n. boundary, border"
4442,国語,n. Japanese language
4443,三十人,n. thirty people
4444,兵士,n. soldier
4445,芸能人,n. entertainer
4446,こんにちは,"interj. Hello, Good afternoon"
4447,ふっと,adv. suddenly
4448,日付け,"n. date, day"
4449,相違,"n. difference, disagreement"
4450,決定的,"na-adj. definitive, absolute"
4451,無意識,[1] n. unconsciousness [2] na-adj. unconscious
4452,友人達,n. friends
4453,債務者,n. debtor
4454,四ヶ月,n. four months
4455,始末（する）,"[1] n. disposal, circumstances [2] v. manage, deal with, dispose of"
4456,合間,"n. interval, pause, spare moment"
4457,副作用,n. side effect
4458,成分,"n. ingredient, constituent, component"
4459,初,n. first
4460,ドライバー,n. driver
4461,渋滞（する）,"[1] n. traffic jam, delay [2] v. be delayed"
4462,遠慮（する）,[1] n. reserve [2] v. hesitate
4463,印【しるし】,"n. mark, tick, check"
4464,今週,n. this week
4465,慰める,"v. console, comfort"
4466,一方的,"na-adj. unilateral, one-sided"
4467,開設（する）,"[1] n. establishment [2] v. establish, set up"
4468,アニメ,n. animation
4469,さっさと,adv. quickly
4470,勢力,"n. power, influence, strength"
4471,梅,"n. plum, Japanese apricot"
4472,霊,"n. spirit, soul"
4473,予感（する）,"[1] n. presentiment, foreboding, hunch [2] v. have a presentiment/foreboding/hunch"
4474,学者,n. scholar
4475,車椅子,n. wheelchair
4476,月曜日,n. Monday
4477,北京,n. Beijing
4478,論理,n. logic
4479,見込む,"v. expect, trust"
4480,四十分,n. forty minutes
4481,歩道,"n. sidewalk, pavement"
4482,二千,num. two thousand
4483,政治的,na-adj. political
4484,九年,n. nine years
4485,欠く,v. lack; chip
4486,報告書,n. report
4487,近づける,v. bring close
4488,壼,"n. pot, vase"
4489,講座,"n. course, lecture"
4490,レシピ,n. recipe
4491,行列（する）,"[1] n. procession, line, parade [2] v. line up, queue"
4492,計上（する）,[1] n. appropriation [2] v. appropriate
4493,受診（する）,"[1] n. (medical) consultation [2] v. consult, have a medical examination"
4494,指揮（する）,"[1] n. direction, command [2] v. conduct, direct"
4495,保管（する）,"[1] n. keeping, storage [2] v. keep"
4496,パートナー,n. partner
4497,発足（する）,[1] n. start [2] v. start
4498,火事,n. fire
4499,中世,"n. Middle Ages, medieval"
4500,考察（する）,"[1] n. consideration, examination [2] v. consider, examine"
4501,祝い,n. celebration
4502,儲ける,"v. profit, earn, gain"
4503,指差す,v. point
4504,認可（する）,"[1] n. permission, approval [2] v. permit, approve"
4505,劣る,v. be inferior
4506,ぶつける,v. hit; throw
4507,条約,"n. treaty, agreement"
4508,像,"n. figure, statue"
4509,マッチ（する）,[1] n. match [2] v. match
4510,二千円,n. two thousand yen
4511,キャベツ,n. cabbage
4512,デザート,n. dessert
4513,議員,n. member of Diet/Congress/Parliament
4514,審議（する）,"[1] n. discussion, deliberation [2] v. discuss, deliberate"
4515,涼しい,i-adj. cool
4516,性,"n. sex, gender"
4517,仕草,"n. behavior, gesture"
4518,マスター（する）,[1] n. master [2] v. master
4519,泡,"n. bubble, foam"
4520,年配,n. elderly person
4521,万が一,adv. just in case
4522,挙げ句,"n. in the end, finally"
4523,つなげる,"v. connect, tie"
4524,弟子,"n. pupil, disciple"
4525,分解（する）,"[1] n. analysis [2] v. resolve, dismantle, take apart, analyze"
4526,一発,"n. shot, punch"
4527,ささやく,v. whisper
4528,調達（する）,"[1] n. supply, procurement [2] v. supply, procure"
4529,二十六,num. twenty-six
4530,制服,n. uniform
4531,オーブン,n. oven
4532,パンフレット,n. brochure
4533,賞,"n. prize, award"
4534,白人,n. white person
4535,いささか,"adv. a little, slightly, rather"
4536,先頭,"n. head, lead"
4537,真っ黒,na-adj. black
4538,すっと,adv. quickly; quietly; straight
4539,公共,"n. public, common"
4540,貴族,"n. noble, nobility, aristocracy"
4541,散る,"v. fall, drop"
4542,路地,"n. alley, lane"
4543,緑色,n. green
4544,逃げ出す,v. run away
4545,繁栄（する）,"[1] n. prosperity [2] v. prosper, flourish"
4546,銃,n. gun
4547,今後とも,"adv. from now on, in the future"
4548,担ぐ,"v. carry, shoulder"
4549,撒く,"v. scatter, water"
4550,合理的,"na-adj. reasonable, rational"
4551,果て,n. the end
4552,霧,n. fog
4553,主催（する）,"[1] n. promotion, organizing [2] v. host, promote, organize"
4554,選択肢,"n. choices, alternatives"
4555,密接,na-adj. close
4556,煮込む,v. stew
4557,表【おもて】,"n. front; outside, surface"
4558,錯覚（する）,"[1] n. illusion, delusion, trick [2] v. have the illusion/impression"
4559,乗り物,n. vehicle; (amusement park) ride
4560,スパゲッティー,n. spaghetti
4561,隣接（する）,"[1] n. adjacent, adjoin, next to [2] v. be adjacent, adjoin, be next to"
4562,二千三年,n. 2003 (year)
4563,ごまかす,"v. cheat, deceive"
4564,テクニック,n. technique
4565,ステップ,n. step
4566,任務,"n. duty, task, mission, role"
4567,小川,n. stream
4568,ロープ,n. rope
4569,到達（する）,[1] n. arrival [2] v. reach
4570,イエス,n. yes; Jesus (Christ)
4571,上海,n. Shanghai
4572,顕著,"na-adj. conspicuous, remarkable"
4573,生まれ育つ,v. be born and raised
4574,ファッション,n. fashion
4575,緊張感,n. tension
4576,容器,"n. container, vessel"
4577,サポート（する）,[1] n. support [2] v. support
4578,転ぶ,"v. fall, slip"
4579,まし,[1] na-adj. better [2] n. increase
